video,frame,person_id,pose_0_x,pose_0_y,pose_1_x,pose_1_y,pose_2_x,pose_2_y,pose_3_x,pose_3_y,pose_4_x,pose_4_y,pose_5_x,pose_5_y,pose_6_x,pose_6_y,pose_7_x,pose_7_y,pose_8_x,pose_8_y,pose_9_x,pose_9_y,pose_10_x,pose_10_y,pose_11_x,pose_11_y,pose_12_x,pose_12_y,pose_13_x,pose_13_y,pose_14_x,pose_14_y,pose_15_x,pose_15_y,pose_16_x,pose_16_y,pose_17_x,pose_17_y,pose_18_x,pose_18_y,pose_19_x,pose_19_y,pose_20_x,pose_20_y,pose_21_x,pose_21_y,pose_22_x,pose_22_y,pose_23_x,pose_23_y,pose_24_x,pose_24_y,pose_25_x,pose_25_y,pose_26_x,pose_26_y,pose_27_x,pose_27_y,pose_28_x,pose_28_y,pose_29_x,pose_29_y,pose_30_x,pose_30_y,pose_31_x,pose_31_y,pose_32_x,pose_32_y
WhatsApp Video 2025-11-26 at 20.57.56.mp4,0,0,0.567608118057251,0.33418840169906616,0.5752968788146973,0.27068889141082764,0.5850168466567993,0.2684333920478821,0.5944113731384277,0.2667731046676636,0.5341518521308899,0.27540165185928345,0.5124337077140808,0.27764666080474854,0.4924509525299072,0.2805408239364624,0.5864434838294983,0.2843722105026245,0.43535417318344116,0.30937737226486206,0.5789448618888855,0.39084959030151367,0.5311110615730286,0.39540284872055054,0.6914428472518921,0.5577775239944458,0.30927032232284546,0.5550152063369751,0.8450958132743835,0.8406369686126709,0.14185401797294617,0.8230080604553223,0.8667846322059631,0.9363690614700317,0.35634446144104004,0.4437664747238159,0.9103689193725586,0.9721788167953491,0.4148218035697937,0.3734234571456909,0.8787262439727783,0.9358564019203186,0.42471250891685486,0.3521299958229065,0.8630002737045288,0.9247678518295288,0.41341209411621094,0.37362855672836304,0.6554374694824219,1.0,0.3821626305580139,1.0,0.6486969590187073,1.0,0.3953983187675476,1.0,0.6372796297073364,1.0,0.40693414211273193,1.0,0.6353757977485657,1.0,0.40125805139541626,1.0,0.6236535906791687,1.0,0.44905751943588257,1.0
WhatsApp Video 2025-11-26 at 20.57.56.mp4,5,0,0.5651873350143433,0.33173561096191406,0.5727601051330566,0.27373290061950684,0.5821131467819214,0.2722303867340088,0.5909261107444763,0.2710069417953491,0.5329937934875488,0.27432262897491455,0.5109454989433289,0.2741587162017822,0.490248441696167,0.2761049270629883,0.5816668272018433,0.2845495939254761,0.430550754070282,0.3068119287490845,0.5756521224975586,0.38843047618865967,0.529471218585968,0.39558160305023193,0.6866085529327393,0.5685224533081055,0.29669085144996643,0.562457263469696,0.8158442974090576,0.8846719861030579,0.11481720209121704,0.8619531989097595,0.8465375900268555,0.9867805242538452,0.346017986536026,0.4552645683288574,0.866271436214447,0.9857077598571777,0.4013120234012604,0.3661668300628662,0.8212590217590332,0.9433993101119995,0.41263771057128906,0.3463171124458313,0.8070493340492249,0.932823657989502,0.40363138914108276,0.3746407628059387,0.6443157196044922,1.0,0.34329384565353394,1.0,0.6437029838562012,1.0,0.3657195568084717,1.0,0.6383055448532104,1.0,0.3853643834590912,1.0,0.6356129050254822,1.0,0.3769499659538269,1.0,0.6350816488265991,1.0,0.44697946310043335,1.0
WhatsApp Video 2025-11-26 at 20.57.56.mp4,10,0,0.5394355058670044,0.30695563554763794,0.5441187620162964,0.24890148639678955,0.5540928840637207,0.24700188636779785,0.5644876956939697,0.24493408203125,0.5036386251449585,0.2553713321685791,0.4839143753051758,0.2587871551513672,0.46543827652931213,0.2632169723510742,0.5634803771972656,0.2654242515563965,0.4182899594306946,0.3003416657447815,0.5559147596359253,0.3618605136871338,0.5081049203872681,0.37040573358535767,0.6960356831550598,0.5440401434898376,0.30804845690727234,0.545606791973114,0.8164991736412048,0.8581347465515137,0.12960180640220642,0.8264545202255249,0.867041826248169,0.935886800289154,0.3389108180999756,0.44209420680999756,0.9225538969039917,0.969329297542572,0.39836451411247253,0.3629379868507385,0.8924803733825684,0.926263689994812,0.4126300513744354,0.33916160464286804,0.8402121663093567,0.9174131155014038,0.40189069509506226,0.3642350137233734,0.6596890687942505,1.0,0.3663732707500458,1.0,0.6511486768722534,1.0,0.3768572509288788,1.0,0.6471453309059143,1.0,0.3884980082511902,1.0,0.6479145288467407,1.0,0.38050439953804016,1.0,0.629722535610199,1.0,0.43970030546188354,1.0
WhatsApp Video 2025-11-26 at 20.57.56.mp4,15,0,0.49950939416885376,0.29075825214385986,0.5088724493980408,0.23144745826721191,0.5210184454917908,0.2296602725982666,0.5321580767631531,0.2277529239654541,0.4622946083545685,0.2409595400094986,0.4430354833602905,0.2453979253768921,0.4233296513557434,0.25217556953430176,0.5428584814071655,0.25236237049102783,0.39055493474006653,0.29467689990997314,0.5237042903900146,0.34896010160446167,0.46811217069625854,0.36219900846481323,0.6865342259407043,0.5604720711708069,0.30361437797546387,0.5577295422554016,0.7995886206626892,0.8927668333053589,0.11565050482749939,0.8437773585319519,0.8449956178665161,0.9714959263801575,0.31327003240585327,0.43998953700065613,0.8444646596908569,0.9663758277893066,0.36807096004486084,0.35824793577194214,0.8409308195114136,0.9133965969085693,0.3838440775871277,0.3355492353439331,0.7847744226455688,0.9132726192474365,0.3733772039413452,0.36584457755088806,0.6514282822608948,1.0,0.3457755148410797,1.0,0.6566150784492493,1.0,0.3768555521965027,1.0,0.6652520895004272,1.0,0.40333837270736694,1.0,0.6681889891624451,1.0,0.39696064591407776,1.0,0.6553469896316528,1.0,0.4624631702899933,1.0
WhatsApp Video 2025-11-26 at 20.57.56.mp4,20,0,0.48965150117874146,0.2977339029312134,0.504286527633667,0.23701584339141846,0.5175819993019104,0.23499250411987305,0.5291815400123596,0.23341535031795502,0.45773178339004517,0.24697256088256836,0.439019113779068,0.2514861822128296,0.4209856688976288,0.2572439908981323,0.5447492003440857,0.2580522298812866,0.3946000933647156,0.29497289657592773,0.5180965065956116,0.35250353813171387,0.4629886746406555,0.3663828372955322,0.6967380046844482,0.5590406060218811,0.30193892121315,0.5504820942878723,0.8702976703643799,0.9085959196090698,0.11179286241531372,0.8395878076553345,0.7857152819633484,0.9574767351150513,0.31294986605644226,0.43403923511505127,0.7883483171463013,0.9856656789779663,0.36515331268310547,0.34575968980789185,0.7385770678520203,0.938259482383728,0.3767680525779724,0.32339662313461304,0.7371413111686707,0.9282760620117188,0.3671712279319763,0.3547777831554413,0.6552193760871887,1.0,0.3671092987060547,1.0,0.6556978821754456,1.0,0.3820461630821228,1.0,0.6648918390274048,1.0,0.4081116318702698,1.0,0.6699193716049194,1.0,0.40382710099220276,1.0,0.6406618356704712,1.0,0.46286487579345703,1.0
WhatsApp Video 2025-11-26 at 20.57.56.mp4,25,0,0.5094566941261292,0.28707098960876465,0.5169308185577393,0.22807906568050385,0.5284883975982666,0.22594952583312988,0.5395258665084839,0.2244560718536377,0.4714008867740631,0.23871910572052002,0.45393404364585876,0.24365200102329254,0.43482381105422974,0.24939262866973877,0.550715982913971,0.24799716472625732,0.4038483500480652,0.2852522134780884,0.533597469329834,0.3474828004837036,0.4822811484336853,0.3613436222076416,0.69704270362854,0.5541568994522095,0.3178690969944,0.5616289973258972,0.8230500221252441,0.8820366263389587,0.10259294509887695,0.836729884147644,0.7582678198814392,0.9751920104026794,0.30164334177970886,0.4462738037109375,0.7934790253639221,0.9766482710838318,0.35885125398635864,0.35811102390289307,0.743980348110199,0.9303717613220215,0.374855101108551,0.33791041374206543,0.7049428224563599,0.9308229684829712,0.3650784492492676,0.36742734909057617,0.667594313621521,1.0,0.37828564643859863,1.0,0.6731953620910645,1.0,0.4065926969051361,1.0,0.6740795373916626,1.0,0.42248547077178955,1.0,0.6777312159538269,1.0,0.4138464331626892,1.0,0.652448832988739,1.0,0.47506386041641235,1.0
WhatsApp Video 2025-11-26 at 20.57.56.mp4,30,0,0.49162405729293823,0.2899673581123352,0.5050972700119019,0.2286909818649292,0.5184680819511414,0.22594952583312988,0.5302755236625671,0.22441266477108002,0.45836517214775085,0.24130986630916595,0.43955114483833313,0.2466256469488144,0.4230504631996155,0.25231945514678955,0.54447340965271,0.24651038646697998,0.39803266525268555,0.2852779030799866,0.5216154456138611,0.3461156189441681,0.46483314037323,0.3603993058204651,0.6923587322235107,0.5507432818412781,0.318269282579422,0.562653124332428,0.860282838344574,0.9177849292755127,0.10169371962547302,0.8506916165351868,0.7900339961051941,0.9491908550262451,0.2909923493862152,0.45576077699661255,0.7957071661949158,0.9704399704933167,0.3468779921531677,0.3661651611328125,0.7445438504219055,0.9291528463363647,0.3649498522281647,0.3479665517807007,0.704023540019989,0.9294108152389526,0.3548254370689392,0.3768864572048187,0.6632192134857178,1.0,0.3791595697402954,1.0,0.6752644777297974,1.0,0.41277605295181274,1.0,0.6837168335914612,1.0,0.4337672293186188,1.0,0.6892371773719788,1.0,0.4265030026435852,1.0,0.661293625831604,1.0,0.4847404956817627,1.0
WhatsApp Video 2025-11-26 at 20.57.56.mp4,35,0,0.4759083092212677,0.28135907649993896,0.49107784032821655,0.220933198928833,0.5065602660179138,0.21728456020355225,0.5194801092147827,0.2153407335281372,0.4431486129760742,0.2368561029434204,0.4262087345123291,0.24380457401275635,0.41023433208465576,0.25247347354888916,0.5381454229354858,0.2395181655883789,0.39157089591026306,0.2932283282279968,0.5113518238067627,0.3352218270301819,0.45212656259536743,0.35530078411102295,0.7001153826713562,0.5630261898040771,0.32106196880340576,0.5665388107299805,0.8256144523620605,0.8980170488357544,0.08773759007453918,0.8429443836212158,0.7471896409988403,0.9679158329963684,0.2959669828414917,0.45037272572517395,0.7026524543762207,0.9930409789085388,0.35106366872787476,0.36735329031944275,0.6995914578437805,0.94355309009552,0.3705838918685913,0.353873074054718,0.6755504608154297,0.9412339925765991,0.3613988161087036,0.380856990814209,0.6632195711135864,1.0,0.36729514598846436,1.0,0.6614774465560913,1.0,0.387168288230896,1.0,0.6588723063468933,1.0,0.39688506722450256,1.0,0.6650504469871521,1.0,0.3890962600708008,1.0,0.6277915835380554,1.0,0.446765661239624,1.0
WhatsApp Video 2025-11-26 at 20.57.56.mp4,40,0,0.47503283619880676,0.2963992953300476,0.4910281300544739,0.23212909698486328,0.5069657564163208,0.2272350788116455,0.5197052359580994,0.2240917682647705,0.44022372364997864,0.24990642070770264,0.42136749625205994,0.257793664932251,0.4045172929763794,0.2668205499649048,0.5416838526725769,0.2452002912759781,0.387478768825531,0.3023071885108948,0.5111274719238281,0.3461758494377136,0.4499426484107971,0.3678525686264038,0.7036255598068237,0.5568666458129883,0.3175124228000641,0.5634671449661255,0.8282182812690735,0.8836193084716797,0.08681178092956543,0.8404033184051514,0.758037805557251,0.9733730554580688,0.2964162528514862,0.4501035213470459,0.7576730847358704,0.9842941164970398,0.35177767276763916,0.36401647329330444,0.7171013355255127,0.9503480792045593,0.36925482749938965,0.3482029139995575,0.7125130295753479,0.9388363361358643,0.36041194200515747,0.3757140636444092,0.6706564426422119,1.0,0.3852337598800659,1.0,0.6919925212860107,1.0,0.41708528995513916,1.0,0.7117894291877747,1.0,0.4525842070579529,1.0,0.7182981967926025,1.0,0.4492987394332886,1.0,0.6966118812561035,1.0,0.5072887539863586,1.0
WhatsApp Video 2025-11-26 at 20.57.56.mp4,45,0,0.4827764928340912,0.28796684741973877,0.4968225955963135,0.22776472568511963,0.5116108655929565,0.22350096702575684,0.5235723853111267,0.22074508666992188,0.44972431659698486,0.24260570108890533,0.43122103810310364,0.24970853328704834,0.4146201014518738,0.2582434415817261,0.5416268706321716,0.24324703216552734,0.39301007986068726,0.2980589270591736,0.5167208313941956,0.3403720259666443,0.4593571722507477,0.3577989339828491,0.7032207250595093,0.5602705478668213,0.32368525862693787,0.562329113483429,0.8672581315040588,0.9127541184425354,0.09448176622390747,0.832854151725769,0.8370925188064575,0.9819885492324829,0.2998959720134735,0.44678789377212524,0.8499671220779419,1.0,0.3552059531211853,0.36478060483932495,0.8102874159812927,0.9270973205566406,0.37589046359062195,0.3553318381309509,0.7621908783912659,0.9267351031303406,0.3663427531719208,0.3815596401691437,0.6686618328094482,1.0,0.38846683502197266,1.0,0.6888179779052734,1.0,0.41760745644569397,1.0,0.7085004448890686,1.0,0.4520393908023834,1.0,0.7153550982475281,1.0,0.4480350613594055,1.0,0.6899306178092957,1.0,0.5045883059501648,1.0
