video,frame,person_id,pose_0_x,pose_0_y,pose_1_x,pose_1_y,pose_2_x,pose_2_y,pose_3_x,pose_3_y,pose_4_x,pose_4_y,pose_5_x,pose_5_y,pose_6_x,pose_6_y,pose_7_x,pose_7_y,pose_8_x,pose_8_y,pose_9_x,pose_9_y,pose_10_x,pose_10_y,pose_11_x,pose_11_y,pose_12_x,pose_12_y,pose_13_x,pose_13_y,pose_14_x,pose_14_y,pose_15_x,pose_15_y,pose_16_x,pose_16_y,pose_17_x,pose_17_y,pose_18_x,pose_18_y,pose_19_x,pose_19_y,pose_20_x,pose_20_y,pose_21_x,pose_21_y,pose_22_x,pose_22_y,pose_23_x,pose_23_y,pose_24_x,pose_24_y,pose_25_x,pose_25_y,pose_26_x,pose_26_y,pose_27_x,pose_27_y,pose_28_x,pose_28_y,pose_29_x,pose_29_y,pose_30_x,pose_30_y,pose_31_x,pose_31_y,pose_32_x,pose_32_y
WhatsApp Video 2025-11-26 at 20.55.30.mp4,0,0,0.5318083763122559,0.297283411026001,0.538743257522583,0.2426694631576538,0.5418448448181152,0.24352633953094482,0.54410320520401,0.24373209476470947,0.51633620262146,0.22999680042266846,0.5030237436294556,0.22106921672821045,0.4872830808162689,0.2107527256011963,0.5017673969268799,0.2385174036026001,0.42326852679252625,0.19965647161006927,0.513898491859436,0.3541201949119568,0.48920708894729614,0.345394492149353,0.5150778293609619,0.5748600959777832,0.19741709530353546,0.49108052253723145,0.6206011176109314,0.892361044883728,0.08278679847717285,0.9585163593292236,0.7972546815872192,0.8707466721534729,0.5389440059661865,0.8820668458938599,0.8811931014060974,0.895896315574646,0.6422367691993713,0.9056196808815002,0.8688744306564331,0.8540400266647339,0.6572928428649902,0.8197468519210815,0.8317064046859741,0.8384302258491516,0.6168560981750488,0.8065231442451477,0.4371856153011322,1.0,0.19948022067546844,1.0,0.4133492112159729,1.0,0.18334439396858215,1.0,0.37091970443725586,1.0,0.1520170420408249,1.0,0.34604451060295105,1.0,0.11729644238948822,1.0,0.4378850758075714,1.0,0.2550951838493347,1.0
WhatsApp Video 2025-11-26 at 20.55.30.mp4,5,0,0.5345689058303833,0.2885627746582031,0.5373624563217163,0.23303008079528809,0.5394268035888672,0.23306894302368164,0.5404912233352661,0.23276853561401367,0.5180671215057373,0.22202932834625244,0.5058200359344482,0.2154625654220581,0.4905908405780792,0.20781826972961426,0.4965763986110687,0.23412024974822998,0.4200410544872284,0.20175017416477203,0.5172770023345947,0.34189772605895996,0.49555703997612,0.33726251125335693,0.5142865180969238,0.5761908292770386,0.1977061629295349,0.5034708976745605,0.6122946739196777,0.8769106864929199,0.08926007151603699,0.9580674171447754,0.8094079494476318,0.8462437391281128,0.5427038669586182,0.8798227310180664,0.891098141670227,0.8832153081893921,0.631049394607544,0.89711594581604,0.8830026388168335,0.8462696671485901,0.655228853225708,0.8177034258842468,0.8473048806190491,0.8315284252166748,0.6171078681945801,0.8028664588928223,0.45299872756004333,1.0,0.21599562466144562,1.0,0.4442320764064789,1.0,0.21418191492557526,1.0,0.4149886965751648,1.0,0.19223915040493011,1.0,0.39238759875297546,1.0,0.15745583176612854,1.0,0.48876136541366577,1.0,0.3029707074165344,1.0
WhatsApp Video 2025-11-26 at 20.55.30.mp4,10,0,0.5371052026748657,0.2899947762489319,0.5402968525886536,0.236291766166687,0.5435811281204224,0.23686301708221436,0.5458217263221741,0.23684453964233398,0.517754316329956,0.22664284706115723,0.5037782192230225,0.2188870906829834,0.48717522621154785,0.20981502532958984,0.5020416975021362,0.2391676902770996,0.42508742213249207,0.20414364337921143,0.5245505571365356,0.34800148010253906,0.49897095561027527,0.34294456243515015,0.5294760465621948,0.5493510961532593,0.19925378262996674,0.499286949634552,0.6332098245620728,0.85587477684021,0.09262573719024658,0.9502161741256714,0.8256841897964478,0.8526455760002136,0.5407048463821411,0.8839230537414551,0.9040580987930298,0.8801336288452148,0.6320972442626953,0.88944011926651,0.8980712294578552,0.8418686389923096,0.6461184024810791,0.8079927563667297,0.8623936176300049,0.8267074823379517,0.6215604543685913,0.7956504225730896,0.46476325392723083,1.0,0.20993094146251678,1.0,0.44932857155799866,1.0,0.22403007745742798,1.0,0.40978550910949707,1.0,0.1920945644378662,1.0,0.38772687315940857,1.0,0.15680690109729767,1.0,0.4658142626285553,1.0,0.2948584258556366,1.0
WhatsApp Video 2025-11-26 at 20.55.30.mp4,15,0,0.5245394110679626,0.29344356060028076,0.5292293429374695,0.23703336715698242,0.5321196913719177,0.23765277862548828,0.5342832803726196,0.23806142807006836,0.5065673589706421,0.226959228515625,0.4936060905456543,0.2196342945098877,0.4773520231246948,0.21096549928188324,0.49159371852874756,0.23834168910980225,0.41110923886299133,0.2032327651977539,0.509246826171875,0.3557441830635071,0.4857984185218811,0.3497556447982788,0.5104745626449585,0.5947458744049072,0.19341781735420227,0.500035285949707,0.6247310042381287,0.9599228501319885,0.09380438923835754,0.9404683113098145,0.8127127885818481,0.8844599723815918,0.5560250282287598,0.8778396844863892,0.9021848440170288,0.8992000818252563,0.6626665592193604,0.9010217189788818,0.8950470685958862,0.8530012965202332,0.6774282455444336,0.8269047737121582,0.860190212726593,0.8440749049186707,0.6408817172050476,0.8144571781158447,0.43751582503318787,1.0,0.17676562070846558,1.0,0.41371291875839233,1.0,0.17109645903110504,1.0,0.3688071370124817,1.0,0.13373982906341553,1.0,0.343311071395874,1.0,0.09201398491859436,1.0,0.44222596287727356,1.0,0.2506897449493408,1.0
WhatsApp Video 2025-11-26 at 20.55.30.mp4,20,0,0.5229970812797546,0.2852895259857178,0.5295392870903015,0.2312462329864502,0.5333865880966187,0.23232722282409668,0.5364419221878052,0.23314537107944489,0.5060434341430664,0.2175893783569336,0.4921150207519531,0.2095574140548706,0.4760708212852478,0.2007666826248169,0.4996737539768219,0.23813962936401367,0.41325095295906067,0.19648265838623047,0.5106792449951172,0.33903440833091736,0.484604150056839,0.3315353989601135,0.5248576402664185,0.5672629475593567,0.20210115611553192,0.49556905031204224,0.6235078573226929,0.8703488111495972,0.07636138796806335,0.9310308694839478,0.8206280469894409,0.8454996347427368,0.5194427967071533,0.8846533298492432,0.900007963180542,0.8666938543319702,0.6251637935638428,0.8901907205581665,0.9048094749450684,0.8372945785522461,0.6425979733467102,0.8188378214836121,0.8682553768157959,0.8239615559577942,0.6108924746513367,0.8085368871688843,0.4594147503376007,1.0,0.20525449514389038,1.0,0.44661906361579895,1.0,0.21125532686710358,1.0,0.4165642559528351,1.0,0.18201857805252075,1.0,0.39483070373535156,1.0,0.14734824001789093,1.0,0.4803200960159302,1.0,0.28805011510849,1.0
WhatsApp Video 2025-11-26 at 20.55.30.mp4,25,0,0.5268509984016418,0.2914923429489136,0.5309315919876099,0.23732924461364746,0.5343748331069946,0.23820459842681885,0.5369694232940674,0.23859524726867676,0.5084186792373657,0.22668695449829102,0.4950253665447235,0.21880781650543213,0.4796924889087677,0.2098337560892105,0.4960090219974518,0.24064765870571136,0.4189684987068176,0.2046300172805786,0.5144091844558716,0.3476827144622803,0.48863720893859863,0.3424431383609772,0.519377589225769,0.5663142204284668,0.19810505211353302,0.495547890663147,0.6296420097351074,0.8749799132347107,0.08809137344360352,0.9397416114807129,0.834161102771759,0.8564829230308533,0.5275664329528809,0.8829041719436646,0.9167525172233582,0.8813128471374512,0.6271731853485107,0.891835629940033,0.9024395942687988,0.8338622450828552,0.6480725407600403,0.8107656836509705,0.8675121665000916,0.8229857683181763,0.6164684891700745,0.8000481128692627,0.4493987560272217,1.0,0.19907717406749725,1.0,0.43984320759773254,1.0,0.21128280460834503,1.0,0.4083463251590729,1.0,0.1836170256137848,1.0,0.3855808675289154,1.0,0.1451566368341446,1.0,0.4771205484867096,1.0,0.2956019937992096,1.0
WhatsApp Video 2025-11-26 at 20.55.30.mp4,30,0,0.5249633193016052,0.2808706760406494,0.5326530933380127,0.22617089748382568,0.5366226434707642,0.22729277610778809,0.5396744012832642,0.22818410396575928,0.5085777640342712,0.21499669551849365,0.4947454035282135,0.2087557315826416,0.4780781865119934,0.201310396194458,0.5004574060440063,0.23532964289188385,0.4112932085990906,0.1989293098449707,0.5132200121879578,0.33656954765319824,0.4866676926612854,0.3302041292190552,0.5152907371520996,0.5625194311141968,0.20230641961097717,0.5011017322540283,0.617102861404419,0.8771722912788391,0.08485749363899231,0.957130491733551,0.8129355907440186,0.8460634350776672,0.5177775621414185,0.8894057869911194,0.8978915810585022,0.8783305883407593,0.612038791179657,0.9031664133071899,0.8986415863037109,0.8430453538894653,0.6221304535865784,0.8265892267227173,0.8589394092559814,0.82828688621521,0.598105788230896,0.8143743872642517,0.4570711553096771,1.0,0.21102382242679596,1.0,0.44734489917755127,1.0,0.21242794394493103,1.0,0.419402539730072,1.0,0.19190995395183563,1.0,0.3992910087108612,1.0,0.16081562638282776,1.0,0.47809427976608276,1.0,0.2928590476512909,1.0
WhatsApp Video 2025-11-26 at 20.55.30.mp4,35,0,0.525748610496521,0.28351283073425293,0.5324011445045471,0.22834157943725586,0.536214292049408,0.22967898845672607,0.5390504002571106,0.23077309131622314,0.5084512829780579,0.2162550687789917,0.4941706657409668,0.20956504344940186,0.4768300950527191,0.20166337490081787,0.4997059106826782,0.23760175704956055,0.4087480306625366,0.19801032543182373,0.5131894946098328,0.33942919969558716,0.48701295256614685,0.3333279490470886,0.5224425792694092,0.5630591511726379,0.19959232211112976,0.5040220022201538,0.631005585193634,0.9162343740463257,0.08520627021789551,0.9514631032943726,0.7988016605377197,0.8537944555282593,0.5262442827224731,0.8910931348800659,0.889519214630127,0.8786727786064148,0.6229474544525146,0.9045228362083435,0.8894190788269043,0.8465931415557861,0.6348713636398315,0.8360799551010132,0.8448919057846069,0.8313825726509094,0.6043823957443237,0.8237600326538086,0.46449750661849976,1.0,0.2071455419063568,1.0,0.45306792855262756,1.0,0.213333860039711,1.0,0.4282750189304352,1.0,0.19190816581249237,1.0,0.4089442193508148,1.0,0.16508886218070984,1.0,0.48697882890701294,1.0,0.2882058024406433,1.0
WhatsApp Video 2025-11-26 at 20.55.30.mp4,40,0,0.5273585319519043,0.28474438190460205,0.5354351997375488,0.2282952070236206,0.5396521687507629,0.22919559478759766,0.5429009199142456,0.22997795045375824,0.5104998350143433,0.21854448318481445,0.4958782494068146,0.21232856810092926,0.4786016345024109,0.205208420753479,0.5054938793182373,0.23819375038146973,0.414177268743515,0.2035435438156128,0.5151694416999817,0.34041309356689453,0.48662930727005005,0.3321326673030853,0.5093278288841248,0.5555821657180786,0.20761385560035706,0.4991931915283203,0.6236146688461304,0.8400084972381592,0.08185404539108276,0.9367237687110901,0.8133910894393921,0.8397529125213623,0.4976693391799927,0.8934401273727417,0.9044058322906494,0.8669664859771729,0.5882304310798645,0.8874937891960144,0.9082893133163452,0.8385180830955505,0.6066470146179199,0.8136644959449768,0.8672267198562622,0.8250670433044434,0.5831936597824097,0.8075153827667236,0.4455045163631439,1.0,0.19916413724422455,1.0,0.4326607882976532,1.0,0.2085677534341812,1.0,0.4019297659397125,1.0,0.17896156013011932,1.0,0.3786492347717285,1.0,0.14104904234409332,1.0,0.4728512167930603,1.0,0.29217517375946045,1.0
WhatsApp Video 2025-11-26 at 20.55.30.mp4,45,0,0.5373030304908752,0.2922477722167969,0.5423421859741211,0.23520970344543457,0.5457193851470947,0.2357875108718872,0.547938346862793,0.23607957363128662,0.519908607006073,0.2263408899307251,0.5064153671264648,0.22071564197540283,0.4904668629169464,0.2138897180557251,0.504956841468811,0.24130284786224365,0.4202483594417572,0.21021568775177002,0.52332603931427,0.3460453152656555,0.49748826026916504,0.3411874771118164,0.519786536693573,0.5594598650932312,0.2001357227563858,0.5039807558059692,0.6505650281906128,0.8457838892936707,0.07884636521339417,0.9487506151199341,0.8167744278907776,0.8331853151321411,0.5084095597267151,0.8886075019836426,0.905237078666687,0.8659619092941284,0.5992518067359924,0.8875848650932312,0.8951635360717773,0.834665060043335,0.6230707168579102,0.7999087572097778,0.8549314141273499,0.818143367767334,0.5970878601074219,0.794498085975647,0.4571438431739807,1.0,0.20451349020004272,1.0,0.45222657918930054,1.0,0.22194615006446838,1.0,0.4298193156719208,1.0,0.2064790278673172,1.0,0.407392293214798,1.0,0.17411766946315765,1.0,0.5038460493087769,1.0,0.3166327178478241,1.0
